PREFIXO: ;3D-009
NOME DO POSTO: ;BUENOPOLIS
MUNICÍPIO: ;MORUNGABA
CURSO D'ÁGUA: ;JAGUARI,R
ÁREA (Km²): ;1.950,00
LATITUDE: ;22°51'02"
LONGITUDE: ;46°46'47"
 
Obs: valores com --- representam dados inexistentes.
 
Vazões médias diárias (m³/s)
 
Mês/Ano;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;Vazão Mínima;Vazão Média;Vazão Máxima
  12/1949;11,511;19,267;36,183;50,406;40,357;32,656;27,689;28,894;37,550;39,883;36,636;32,656;31,801;41,314;43,753;42,769;60,355;65,050;62,681;53,627;44,249;33,087;30,957;40,834;48,831;54,722;66,854;75,581;77,518;71,778;65,050;11,511;45,306;77,518
  01/1950;49,353;43,753;36,183;39,883;38,011;36,636;36,183;39,883;48,831;48,831;49,878;47,280;49,353;54,722;61,513;62,681;53,627;48,831;45,752;40,834;71,778;78,168;95,275;98,161;101,827;105,556;109,349;114,767;126,796;134,287;129,270;36,183;67,653;134,287
  02/1950;120,310;124,345;119,510;114,767;105,556;92,430;83,467;97,436;98,161;109,349;133,445;169,105;177,681;170,048;154,359;136,830;112,430;108,586;103,311;100,353;95,275;104,057;115,551;128,443;125,976;117,127;102,567;89,626;---;---;---;83,467;118,218;177,681
  03/1950;73,668;69,295;65,649;60,933;56,385;55,274;58,070;67,460;68,069;70,532;98,161;90,323;78,822;73,668;70,532;70,532;78,168;78,168;80,136;106,310;123,532;118,713;112,430;106,310;95,275;84,818;71,154;63,270;59,780;58,070;56,944;55,274;78,079;123,532
  04/1950;58,638;57,506;60,355;60,933;56,385;52,543;49,878;48,311;47,280;45,752;45,249;44,249;46,259;56,944;70,532;82,127;89,626;89,626;81,461;73,036;69,912;66,250;60,355;55,274;51,469;48,831;48,311;49,353;51,469;54,722;---;44,249;59,088;89,626
  05/1950;52,543;49,878;47,280;49,353;46,259;43,753;41,796;40,834;40,357;40,357;38,942;38,475;37,550;37,092;36,636;36,183;35,733;35,285;34,840;34,840;34,398;33,958;34,398;33,521;33,087;32,227;31,801;31,801;30,957;30,957;30,539;30,539;37,924;52,543
  06/1950;30,539;30,957;30,123;30,123;29,711;30,957;33,087;34,840;34,840;33,087;31,801;30,123;30,539;30,123;30,539;30,957;34,398;33,958;33,521;32,656;31,801;30,539;29,711;29,301;28,489;27,689;28,088;26,508;26,899;26,899;---;26,508;30,760;34,840
  07/1950;28,489;28,088;30,123;31,801;29,711;28,088;27,292;26,899;26,899;26,508;25,735;24,972;24,220;24,220;24,220;23,849;23,113;23,849;23,113;23,113;23,480;23,113;22,389;21,676;21,676;21,324;21,324;20,974;20,974;20,974;20,283;20,283;24,596;31,801
  08/1950;21,676;21,324;19,941;21,324;20,974;20,283;20,974;19,603;20,283;19,267;19,267;18,933;18,275;17,951;18,275;18,603;18,275;17,951;17,629;17,629;17,309;16,993;17,951;17,309;17,309;16,993;17,309;16,993;16,368;17,309;16,368;16,368;18,602;21,676
  09/1950;15,755;16,060;15,755;15,152;14,270;16,368;15,755;16,060;15,755;15,452;15,452;15,152;15,755;15,452;15,152;14,270;14,270;14,270;14,561;15,152;14,270;14,270;14,855;16,368;16,679;17,309;17,951;16,993;16,060;14,855;---;14,270;15,516;17,951
  10/1950;14,270;14,561;15,452;16,679;16,993;19,941;18,933;20,627;18,603;23,849;26,508;23,480;24,595;24,220;23,849;23,113;23,113;21,324;24,595;32,227;32,227;30,123;24,220;22,389;22,389;24,595;25,735;21,676;19,603;16,993;16,679;14,270;22,050;32,227
  11/1950;16,060;16,060;16,060;15,452;14,855;14,561;14,270;14,561;14,561;16,060;24,220;28,489;33,087;31,801;30,123;26,899;30,539;31,377;30,123;29,301;30,123;28,088;26,899;23,113;23,113;24,220;39,883;57,506;76,870;87,549;---;14,270;28,861;87,549
  12/1950;91,022;95,275;82,127;58,638;49,353;65,050;59,207;55,274;54,722;66,250;59,780;56,944;50,406;53,627;70,532;71,154;64,454;54,174;44,747;40,834;38,011;34,840;32,227;30,539;28,088;27,689;26,120;25,735;28,894;30,539;29,301;25,735;50,824;95,275
  01/1951;31,377;30,539;40,357;41,796;47,280;49,878;54,174;52,543;48,311;59,207;66,250;65,649;60,355;59,780;71,154;67,460;79,478;110,885;120,310;112,430;101,827;94,560;89,626;78,822;67,460;63,860;73,036;75,581;75,581;77,518;74,303;30,539;69,077;120,310
  02/1951;71,778;68,069;63,860;88,239;84,141;81,461;82,127;84,818;91,725;88,931;81,461;71,154;66,854;63,860;61,513;63,860;66,854;67,460;76,870;82,127;84,818;82,796;76,870;72,406;71,154;67,460;59,207;53,084;---;---;---;53,084;74,106;91,725
  03/1951;49,878;47,280;45,249;45,249;45,249;49,878;62,681;83,467;104,805;117,919;115,551;98,889;80,136;67,460;71,154;81,461;73,036;68,681;69,295;68,681;66,854;59,207;58,070;64,454;60,933;56,944;53,627;51,469;51,469;55,274;56,385;45,249;67,119;117,919
  04/1951;57,506;64,454;69,912;75,581;70,532;68,681;66,854;60,933;55,828;52,005;48,831;46,259;44,249;42,282;42,282;41,796;42,769;42,282;41,314;40,834;39,883;39,883;38,942;39,411;37,550;37,092;35,733;35,733;35,733;36,183;---;35,733;48,378;75,581
  05/1951;34,840;34,840;37,550;39,883;37,550;34,398;33,958;34,840;32,656;32,227;31,801;31,377;30,957;30,957;31,377;30,539;30,123;29,301;29,301;28,894;29,711;30,123;29,301;28,088;28,088;28,088;28,088;27,689;27,292;26,899;26,508;26,508;31,201;39,883
  06/1951;27,689;28,088;27,292;27,689;26,899;26,508;26,508;25,735;25,735;25,352;24,595;24,972;24,595;24,595;24,220;23,480;23,480;23,480;23,113;23,480;23,480;23,113;22,750;22,389;22,031;22,750;23,480;23,480;26,120;24,220;---;22,031;24,711;28,088
  07/1951;23,849;23,480;22,750;23,113;26,508;30,123;29,711;27,292;24,595;24,595;23,480;22,750;22,389;21,676;21,324;20,283;19,941;19,603;19,941;19,941;19,603;19,267;19,603;19,941;19,267;19,603;19,267;19,267;19,267;18,933;18,275;18,275;21,924;30,123
  08/1951;19,267;19,267;18,275;18,933;19,941;21,324;22,389;21,324;20,283;19,267;19,267;19,267;18,275;18,275;18,275;17,309;16,993;16,679;17,309;18,275;17,629;19,941;23,113;23,480;24,220;20,627;19,267;17,951;17,309;16,679;16,368;16,368;19,251;24,220
  09/1951;16,060;16,679;15,755;15,755;16,060;15,152;14,855;14,561;15,152;15,152;14,855;14,270;14,270;13,981;13,413;13,133;13,413;13,413;13,696;14,561;14,270;14,270;13,696;12,309;12,309;13,696;13,133;13,413;12,855;12,581;---;12,309;14,224;16,679
  10/1951;12,309;12,309;13,413;12,855;11,774;13,133;13,981;13,133;12,309;13,133;12,581;12,309;12,581;13,133;14,270;13,981;13,981;13,133;17,951;19,603;24,972;24,220;23,113;17,629;17,629;17,629;18,603;18,275;18,275;19,267;17,951;11,774;15,788;24,972
  11/1951;16,060;14,561;13,133;12,309;12,855;12,309;12,309;11,774;12,040;11,774;11,511;10,993;10,487;11,774;12,040;12,309;11,774;11,774;12,040;11,774;13,413;18,603;16,060;24,595;39,883;71,154;68,681;68,069;65,649;58,070;---;10,487;22,993;71,154
  12/1951;46,768;58,070;49,353;49,353;38,011;32,656;33,521;34,840;38,475;46,259;49,353;38,011;33,087;28,489;28,088;30,957;28,088;26,508;23,480;22,750;23,113;23,849;24,220;24,972;25,352;21,676;19,941;20,627;27,292;32,656;30,123;19,941;32,579;58,070
  01/1952;40,357;58,070;60,355;56,385;44,249;37,092;34,840;35,285;32,227;32,656;31,377;31,377;31,377;31,377;37,550;43,753;63,270;65,050;65,649;73,036;74,303;57,506;42,769;43,753;50,936;71,154;73,668;56,944;46,768;40,834;38,011;31,377;48,451;74,303
  02/1952;39,883;47,794;69,295;87,549;109,349;120,310;121,916;107,066;86,178;76,870;64,454;61,513;73,668;88,931;99,620;90,323;73,036;62,681;66,854;62,681;67,460;80,136;98,161;107,824;125,159;152,561;151,665;141,117;130,100;---;---;39,883;91,867;152,561
  03/1952;113,206;90,323;81,461;79,478;69,912;63,860;59,780;57,506;53,627;54,722;59,207;63,860;65,050;71,778;82,127;81,461;79,478;76,224;71,154;69,295;62,681;55,828;54,722;57,506;58,070;59,207;62,096;64,454;63,270;55,274;50,936;50,936;67,340;113,206
  04/1952;51,469;52,543;49,878;46,768;44,747;43,260;40,834;40,357;39,883;38,942;39,883;42,769;42,769;39,411;38,011;36,636;35,733;36,183;34,840;33,521;32,656;32,656;32,656;32,227;32,227;31,377;30,957;30,539;30,539;30,123;---;30,123;38,146;52,543
  05/1952;30,123;29,301;29,711;28,489;28,489;27,689;27,292;27,689;27,292;26,899;26,508;26,120;26,120;25,735;25,352;25,352;25,352;24,972;24,972;26,120;24,595;24,220;24,595;24,595;24,595;24,595;24,595;23,849;23,849;23,113;22,750;22,750;25,965;30,123
  06/1952;22,389;22,389;22,389;22,750;22,389;22,389;22,031;21,676;24,220;36,636;47,794;43,753;36,183;37,550;39,411;49,353;51,469;55,828;62,681;62,681;62,096;58,638;40,834;33,958;31,377;30,123;27,689;28,088;26,120;25,735;---;21,676;36,354;62,681
  07/1952;26,120;25,735;24,595;24,220;24,220;23,849;23,849;23,480;23,113;23,113;22,389;22,750;22,389;22,031;22,750;21,676;21,324;21,324;20,627;20,627;20,283;20,283;20,283;20,283;20,283;20,283;19,941;19,603;20,627;19,941;22,750;19,603;22,088;26,120
  08/1952;19,267;18,933;18,275;17,951;18,603;18,275;18,275;17,951;17,629;17,629;17,309;17,629;17,629;18,603;18,275;16,993;17,309;16,368;16,679;16,679;16,679;16,368;16,679;17,309;18,933;14,270;16,060;16,368;16,368;16,060;16,368;14,270;17,346;19,267
  09/1952;13,981;15,452;15,755;15,152;14,561;15,755;17,951;18,275;18,933;17,629;17,309;16,993;16,679;16,993;16,060;15,755;16,060;18,275;24,972;27,292;28,088;25,352;18,275;16,993;16,060;15,755;15,452;15,152;14,270;14,561;---;13,981;17,660;28,088
  10/1952;13,981;13,413;12,855;12,855;12,581;12,855;12,581;13,696;13,413;13,413;13,133;13,981;13,981;15,452;16,368;15,452;14,855;14,561;16,060;16,060;15,152;17,629;18,275;17,309;16,679;16,060;16,679;22,031;27,292;23,849;18,603;12,581;15,842;27,292
  11/1952;16,679;16,060;19,603;18,933;17,629;16,679;15,452;17,951;23,480;23,113;32,227;37,550;38,011;35,733;26,120;22,031;18,933;22,750;26,899;30,539;42,769;45,249;42,769;34,840;26,899;24,972;24,220;23,849;22,031;21,324;---;15,452;26,176;45,249
  12/1952;19,941;21,676;20,974;21,324;18,933;17,629;16,679;16,368;16,679;16,368;16,993;17,309;20,627;22,031;22,389;19,603;16,993;17,629;15,452;15,452;16,679;20,627;20,627;20,627;17,951;16,993;18,275;18,933;20,627;19,603;18,933;15,452;18,739;22,389
  01/1953;22,389;24,972;30,539;34,840;33,958;28,088;26,120;26,899;24,595;23,480;20,627;17,309;16,060;16,060;16,368;16,679;16,368;15,452;14,270;12,581;12,581;12,581;11,774;13,981;13,413;14,855;15,152;17,629;19,603;24,972;26,120;11,774;20,010;34,840
  02/1953;22,750;17,951;16,993;16,993;15,755;15,452;15,152;13,133;13,133;13,133;20,627;20,283;20,283;22,031;33,087;39,411;39,411;33,087;27,689;30,123;27,689;28,088;26,120;24,595;22,750;20,974;17,629;18,603;---;---;---;13,133;22,604;39,411
  03/1953;19,603;19,267;19,267;17,629;16,368;15,152;14,561;14,270;13,133;13,981;14,270;17,629;19,267;18,275;18,603;19,267;18,603;18,933;18,275;19,941;20,627;19,603;22,389;22,389;23,113;24,220;34,398;45,752;48,311;40,834;32,227;13,133;21,941;48,311
  04/1953;31,377;30,123;27,292;27,292;29,711;33,958;36,183;36,183;34,398;38,011;26,899;32,227;26,899;22,750;20,974;20,283;20,283;23,113;25,352;25,352;22,031;19,941;19,603;19,267;19,941;19,941;19,267;18,603;18,275;18,275;---;18,275;25,460;38,011
  05/1953;17,309;16,993;16,368;16,993;17,951;19,267;19,603;21,324;19,603;16,993;16,679;16,368;16,368;16,060;16,060;16,368;15,755;14,855;15,452;14,855;14,270;13,981;14,561;16,060;15,452;16,060;18,275;18,275;18,275;16,993;16,993;13,981;16,788;21,324
  06/1953;18,603;18,603;17,951;16,993;15,452;15,755;15,152;14,855;14,855;15,152;16,368;16,060;15,755;14,855;13,981;13,696;13,981;14,270;13,981;13,413;12,581;13,133;12,855;13,413;13,133;13,133;13,413;12,855;12,309;12,040;---;12,040;14,620;18,603
  07/1953;12,309;13,133;12,581;12,040;11,774;11,774;10,993;11,774;12,581;12,855;12,855;13,133;13,696;13,981;13,413;13,133;13,133;12,309;12,040;12,309;12,309;12,309;12,309;12,309;11,774;11,251;11,511;10,993;11,251;10,993;11,251;10,993;12,261;13,981
  08/1953;11,511;10,993;10,993;10,993;11,511;11,251;11,251;10,487;10,238;10,238;9,992;9,992;9,749;9,749;9,508;9,508;9,036;9,036;9,992;10,993;10,487;9,992;9,508;10,993;12,855;13,133;12,581;12,309;11,511;10,993;10,739;9,036;10,714;13,133
  09/1953;9,749;10,487;9,992;10,739;9,749;9,271;10,238;10,487;10,238;10,487;10,993;12,581;11,511;11,251;12,040;13,133;13,133;13,413;12,855;10,993;10,993;9,992;10,238;10,487;10,238;9,508;8,575;9,271;9,036;9,271;---;8,575;10,698;13,413
  10/1953;8,575;9,271;7,474;7,262;9,036;10,993;11,511;10,739;9,992;10,739;9,749;9,992;9,271;9,036;9,508;14,855;14,855;14,855;16,679;17,309;18,603;18,603;15,755;12,855;10,487;10,238;9,749;10,238;9,271;10,993;15,452;7,262;11,740;18,603
  11/1953;19,267;19,603;21,676;19,941;19,603;17,951;16,679;13,413;15,152;16,679;16,368;16,679;15,452;18,275;24,595;24,595;25,735;22,389;18,275;23,849;22,750;19,267;16,679;14,855;14,855;13,133;12,855;11,511;10,238;12,581;---;10,238;17,830;25,735
  12/1953;15,755;23,480;25,352;29,301;31,377;28,489;25,352;22,389;18,933;17,309;16,368;16,993;24,972;32,656;35,733;28,489;22,389;23,480;23,113;23,849;21,676;18,275;18,275;16,993;16,679;16,679;16,679;15,755;15,152;16,993;16,060;15,152;21,774;35,733
  01/1954;15,152;14,270;15,452;26,508;47,280;75,581;80,797;80,797;71,778;66,854;60,355;59,780;47,280;37,092;33,087;28,489;25,352;23,849;27,689;31,801;63,270;41,796;38,942;38,942;35,733;34,840;29,301;26,120;24,972;22,750;25,352;14,270;40,363;80,797
  02/1954;20,974;19,603;19,603;19,267;19,267;20,627;26,120;41,314;98,303;105,055;124,943;151,900;135,077;87,531;75,401;69,663;72,824;68,418;78,021;74,752;63,545;57,129;52,124;49,439;48,911;47,861;46,308;41,309;---;---;---;19,267;61,975;151,900
  03/1954;37,974;37,974;36,129;32,571;30,020;29,605;29,192;33,006;35,674;33,006;39,863;51,582;57,129;62,354;49,971;37,974;35,223;33,444;39,387;40,824;36,586;30,439;28,375;25,992;25,220;24,459;25,992;27,971;29,192;30,439;34,774;24,459;35,559;62,354
  04/1954;38,442;39,387;36,586;32,139;29,605;28,782;25,992;24,838;25,220;24,082;22,971;22,971;23,709;21,528;20,823;20,823;19,787;21,528;21,174;20,130;19,448;18,118;19,111;18,446;17,470;17,470;17,793;18,446;19,448;17,793;---;17,470;23,469;39,387
  05/1954;17,793;17,793;21,174;20,475;18,777;18,446;18,118;19,111;20,130;21,528;25,220;30,439;33,885;49,971;57,129;45,796;34,774;32,139;30,439;30,439;33,885;51,042;62,354;57,129;44,276;38,442;34,328;30,860;28,782;25,992;25,220;17,793;32,125;62,354
  06/1954;24,459;23,709;22,243;22,606;25,220;37,046;28,782;28,782;26,382;24,459;23,338;22,971;22,606;20,475;21,528;20,475;19,111;18,446;19,448;18,446;18,446;19,787;20,130;19,448;19,111;19,448;18,777;18,118;17,793;17,470;---;17,470;21,969;37,046
  07/1954;17,470;17,470;16,519;16,519;16,208;16,519;15,900;15,900;16,208;15,900;15,292;14,992;14,695;15,595;15,900;16,519;16,519;16,208;15,292;15,292;15,595;15,292;14,992;14,401;14,110;14,695;14,992;14,695;14,401;14,401;14,401;14,110;15,577;17,470
  08/1954;14,401;14,695;12,974;14,401;14,401;13,822;12,974;13,254;12,698;11,884;12,974;12,424;12,153;11,884;12,153;11,884;11,357;12,424;11,884;11,357;11,357;11,097;10,841;11,097;11,357;11,619;11,097;11,619;11,619;10,841;10,841;10,841;12,238;14,695
  09/1954;11,619;10,587;10,587;10,841;10,088;10,088;10,336;10,336;10,336;9,843;9,601;9,601;9,126;9,126;9,362;9,362;9,601;9,126;8,662;9,126;9,126;9,362;9,601;9,601;9,126;8,434;9,126;9,601;11,097;13,537;---;8,434;9,866;13,537
  10/1954;15,595;15,595;12,974;15,292;14,401;13,537;13,254;13,254;12,424;12,424;14,110;12,698;11,619;11,884;11,884;11,357;12,698;12,698;11,619;12,974;16,833;25,992;26,382;21,884;18,118;14,992;14,401;15,292;16,833;16,208;17,150;11,357;15,044;26,382
  11/1954;15,900;15,292;14,401;12,698;12,153;11,357;10,587;10,088;9,126;9,601;9,126;8,434;8,210;7,769;8,662;10,587;11,619;11,097;10,088;8,662;7,769;8,434;7,340;8,662;8,210;8,210;7,340;6,923;6,923;6,923;---;6,923;9,740;15,900
  12/1954;7,340;8,210;9,601;12,974;12,153;10,587;9,362;10,587;11,884;11,097;13,537;15,595;30,860;37,046;36,129;29,192;21,528;19,787;21,528;25,220;25,992;27,570;38,913;64,145;62,948;42,780;29,605;23,709;18,118;19,111;19,111;7,340;23,426;64,145
  01/1955;17,150;16,833;20,130;25,992;30,860;38,913;51,042;51,042;43,276;36,129;31,710;27,570;26,775;25,220;27,971;34,328;58,846;89,637;91,767;95,372;53,768;41,797;36,129;31,710;37,046;31,710;27,971;25,992;25,992;23,709;22,971;16,833;38,689;95,372
  02/1955;25,992;26,775;24,838;25,220;24,459;21,528;19,448;20,130;18,118;17,793;18,118;18,118;23,709;19,448;17,470;16,833;16,208;13,822;13,254;12,698;13,254;18,118;23,709;27,570;27,171;36,129;43,276;44,780;---;---;---;12,698;22,428;44,780
  03/1955;40,824;55,436;62,354;54,321;44,780;41,797;34,328;32,139;30,860;34,328;48,911;51,042;55,436;55,997;52,124;51,042;51,582;54,877;44,780;38,442;34,328;32,139;30,020;27,971;25,992;24,459;23,709;22,243;21,884;24,459;32,571;21,884;39,844;62,354
  04/1955;37,046;35,223;30,860;32,571;33,444;30,860;28,375;25,992;25,220;23,709;22,243;21,528;20,823;23,709;25,220;25,220;26,382;24,459;24,459;24,459;24,459;22,971;21,174;20,130;19,111;18,777;18,118;18,118;19,787;20,130;---;18,118;24,819;37,046
  05/1955;19,448;18,777;18,446;17,470;16,833;15,900;15,900;16,833;16,833;16,833;16,208;15,595;15,292;14,992;15,595;15,292;17,470;18,118;18,118;17,793;19,111;18,446;18,446;18,777;17,150;14,992;15,900;16,208;15,595;15,595;16,208;14,992;16,909;19,448
  06/1955;18,118;19,448;19,448;18,118;17,470;16,519;15,900;14,992;16,208;16,208;15,900;14,992;16,208;16,208;15,595;14,992;14,992;14,401;14,695;14,401;14,110;14,401;15,595;15,900;13,822;13,822;13,254;12,698;13,822;13,254;---;12,698;15,516;19,448
  07/1955;12,698;12,974;13,254;14,110;14,401;14,401;14,401;14,401;13,822;12,153;12,974;12,424;12,153;12,153;11,619;11,619;11,357;11,097;10,587;11,097;11,619;11,619;11,619;10,841;10,336;10,587;11,097;11,097;10,841;10,336;10,587;10,336;12,073;14,401
  08/1955;10,088;10,336;11,097;10,841;10,587;10,841;10,587;10,088;9,843;10,587;10,587;10,587;10,587;10,088;10,336;10,587;10,587;11,097;10,841;10,088;9,601;9,601;9,601;10,088;9,843;10,088;14,695;24,838;29,192;30,860;24,082;9,601;12,670;30,860
  09/1955;20,823;18,118;16,519;13,254;11,619;11,884;12,153;11,619;11,619;11,619;10,841;10,841;9,601;10,088;10,088;9,601;9,362;9,126;9,601;9,126;9,126;9,126;9,126;8,892;8,662;8,434;8,210;8,662;8,662;8,210;---;8,210;10,820;20,823
  10/1955;7,769;7,340;7,769;7,769;7,769;7,340;7,553;7,988;7,988;7,988;7,769;7,988;9,601;11,097;9,362;8,662;9,601;11,097;11,097;10,587;10,587;12,698;11,619;9,601;8,210;8,434;8,892;26,775;28,375;37,046;29,605;7,340;11,806;37,046
  11/1955;27,171;30,020;37,974;37,046;30,860;30,860;23,709;20,823;19,111;18,118;17,470;23,709;19,787;16,208;15,595;13,537;12,424;13,822;20,130;38,913;39,387;32,571;33,444;38,913;36,129;29,192;23,709;20,130;18,118;15,595;---;12,424;25,149;39,387
  12/1955;14,992;15,595;22,971;35,223;53,217;54,321;54,321;48,385;43,774;45,796;35,674;29,192;28,375;30,439;28,782;25,992;25,992;34,328;36,129;30,020;22,971;19,448;18,446;18,446;17,470;20,823;21,528;25,604;38,913;63,545;77,362;14,992;33,486;77,362
  01/1956;80,014;87,531;102,781;124,115;126,605;102,781;79,347;64,145;51,582;39,387;33,885;32,139;30,020;27,971;25,604;24,459;23,338;22,606;25,992;31,710;31,710;29,192;30,020;30,020;30,020;28,375;26,382;24,082;22,971;22,243;21,528;21,528;46,211;126,605
  02/1956;19,787;19,448;19,111;18,777;16,833;15,900;15,292;14,992;14,695;14,695;14,992;16,519;20,130;25,220;28,782;37,508;34,328;36,129;51,042;64,145;64,747;53,217;45,796;51,042;37,974;31,710;29,192;49,971;58,846;---;---;14,695;31,752;64,747
  03/1956;65,960;86,140;83,391;69,039;57,129;46,823;38,442;34,328;33,885;33,006;32,139;31,283;30,439;30,439;31,710;30,860;31,283;31,710;30,439;29,605;30,439;28,782;28,375;23,709;24,838;24,838;25,604;27,171;25,604;26,382;30,020;23,709;37,220;86,140
  04/1956;28,782;33,006;37,046;35,674;32,139;27,971;25,604;24,838;24,082;28,782;28,375;32,571;27,971;24,459;23,709;22,606;21,528;20,823;21,174;22,243;21,528;19,787;20,130;20,130;19,111;18,777;18,777;22,971;34,328;38,913;---;18,777;25,928;38,913
  05/1956;37,508;34,328;32,139;32,139;32,571;33,885;27,570;27,171;25,992;26,382;28,782;25,992;24,459;22,606;21,884;20,823;20,475;20,130;19,448;19,111;18,777;20,823;21,174;21,174;32,139;51,042;59,424;60,004;51,042;43,276;35,674;18,777;30,579;60,004
  06/1956;33,885;33,444;31,710;29,192;27,171;25,220;24,459;24,838;27,171;26,382;31,283;29,605;39,863;51,582;49,971;45,796;42,287;39,387;36,586;33,006;32,571;28,375;27,171;25,992;24,459;24,459;24,082;22,606;21,884;22,606;---;21,884;31,235;51,582
  07/1956;22,606;21,528;21,884;21,528;20,823;20,475;21,884;21,528;20,823;21,174;20,475;19,787;19,448;19,111;18,777;18,777;19,448;18,446;18,118;18,446;18,446;17,793;18,777;22,971;33,006;35,223;31,283;24,838;22,971;22,243;24,838;17,793;21,854;35,223
  08/1956;33,444;36,586;39,863;58,271;60,004;63,545;57,129;42,780;34,774;28,375;28,782;27,171;24,459;24,082;23,709;22,606;21,528;20,823;20,130;19,448;19,787;19,448;19,111;18,777;18,446;18,446;17,793;18,118;18,118;17,470;17,150;17,150;28,715;63,545
  09/1956;16,833;16,519;15,900;15,900;15,900;15,900;15,900;15,595;15,292;18,446;25,992;30,439;28,782;28,375;30,439;28,375;25,220;22,971;20,475;18,777;18,118;17,470;16,208;15,292;15,595;16,519;16,208;16,208;17,150;17,150;---;15,292;19,598;30,439
  10/1956;16,208;16,833;16,208;15,595;14,992;14,695;14,110;13,537;13,254;13,822;16,833;22,606;27,171;27,971;22,971;19,787;17,793;17,150;16,519;15,595;15,595;15,595;16,833;21,528;24,459;24,838;23,338;21,174;20,475;21,528;22,606;13,254;18,762;27,971
  11/1956;21,528;22,971;20,130;16,833;16,519;16,519;16,833;15,595;14,992;15,595;17,793;22,243;20,823;18,777;18,446;17,470;15,292;14,110;13,537;13,254;13,254;13,537;17,793;14,992;14,992;17,793;15,595;15,292;15,292;15,900;---;13,254;16,790;22,971
  12/1956;14,695;13,537;12,424;11,619;12,153;12,424;16,208;24,082;27,570;27,570;22,606;18,777;17,150;18,777;26,382;25,992;29,192;28,375;26,382;22,243;20,823;20,823;20,823;27,171;33,006;32,571;30,860;30,020;26,775;22,243;19,787;11,619;22,357;33,006
  01/1957;18,118;17,793;17,470;16,833;15,292;17,793;16,519;17,150;18,446;23,709;30,860;36,586;46,308;60,004;52,669;57,698;99,785;133,361;151,900;185,373;197,587;166,804;119,207;96,101;78,683;64,747;63,545;65,960;65,352;57,698;54,321;15,292;66,570;197,587
  02/1957;47,861;42,780;46,308;53,217;55,997;60,588;56,562;55,436;61,174;65,352;82,032;76,052;69,663;66,570;65,960;71,551;93,201;92,483;90,345;84,760;74,107;60,588;54,321;53,768;60,588;80,684;98,303;107,354;---;---;---;42,780;68,843;107,354
  03/1957;108,126;105,055;95,372;70,919;56,562;51,582;54,321;53,217;52,669;61,763;70,290;69,663;63,545;55,997;52,124;46,823;47,341;47,861;47,861;43,774;76,052;102,028;128,278;119,207;115,988;118,398;118,398;99,785;79,347;73,464;59,424;43,774;75,653;128,278
  04/1957;56,562;57,698;58,846;61,174;58,271;55,436;53,768;53,217;52,669;52,124;51,582;50,505;48,911;45,796;47,341;49,439;48,385;47,341;45,286;42,287;41,309;39,863;38,913;37,974;37,046;36,586;36,586;35,223;34,328;34,774;---;34,328;46,975;61,174
  05/1957;39,387;40,824;39,863;36,586;34,328;33,885;33,006;32,571;32,571;35,223;36,129;35,223;33,444;33,885;34,774;32,571;32,571;33,006;32,571;31,283;29,605;29,605;28,782;28,375;28,375;27,971;27,971;27,570;27,570;26,775;25,992;25,992;32,332;40,824
  06/1957;25,992;25,604;25,992;26,382;25,604;26,382;25,992;35,674;40,342;42,287;37,046;31,283;29,192;26,382;27,570;26,382;25,220;24,838;24,838;24,459;24,459;24,082;24,082;23,709;23,709;23,709;23,338;23,338;22,606;23,709;---;22,606;27,140;42,287
  07/1957;23,709;23,338;22,606;22,606;22,606;24,838;24,459;24,459;24,082;21,884;21,884;21,174;20,823;20,475;19,787;21,884;25,604;29,192;31,710;31,283;30,860;29,605;25,604;23,709;24,459;25,992;28,375;27,570;25,992;22,243;20,823;19,787;24,633;31,710
  08/1957;20,130;19,111;19,111;19,111;18,777;19,111;18,446;18,118;17,470;17,470;17,150;16,833;17,150;17,793;19,111;20,475;25,604;29,605;35,674;42,287;39,387;31,710;27,171;24,082;22,243;20,823;20,475;18,777;17,470;17,470;18,777;16,833;22,159;42,287
  09/1957;20,130;19,787;28,782;49,971;63,545;69,663;72,824;56,562;44,780;34,328;31,710;28,782;27,570;26,775;25,604;25,992;24,459;22,971;22,606;21,174;21,174;23,709;27,570;34,774;38,442;38,913;33,885;30,020;26,775;24,459;---;19,787;33,925;72,824
  10/1957;23,338;20,823;20,475;19,787;19,111;18,118;17,470;17,470;17,150;16,833;16,519;17,793;18,777;22,606;32,139;31,283;27,570;22,606;19,111;17,470;16,833;21,174;21,884;21,884;19,787;20,130;23,709;30,860;40,342;46,823;49,439;16,519;23,526;49,439
  11/1957;48,385;40,342;32,571;31,710;32,139;27,971;25,220;28,782;31,283;30,860;29,192;28,782;30,439;32,571;31,283;33,885;27,971;25,604;27,570;30,860;37,508;40,824;37,974;35,223;34,774;42,287;38,442;31,283;28,782;29,605;---;25,220;32,804;48,385
  12/1957;33,885;44,780;42,780;42,780;49,971;52,669;57,698;65,960;65,352;53,768;48,911;43,774;41,797;42,287;44,276;40,342;37,508;35,674;33,885;31,710;29,192;27,171;27,171;25,992;24,459;24,838;28,375;30,439;28,782;30,439;32,139;24,459;39,316;65,960
