PREFIXO: ;3D-002
NOME DO POSTO: ;MONTE ALEGRE DO SUL
MUNICÍPIO: ;MONTE ALEGRE DO SUL
CURSO D'ÁGUA: ;CAMANDUCAIA,R/CAMAND.OU DA GUARDINHA,R/GUARDINHA,R DA
ÁREA (Km²): ;387,00
LATITUDE: ;22°41'44"
LONGITUDE: ;46°40'25"
 
Obs: valores com --- representam dados inexistentes.
 
Vazões médias diárias (m³/s)
 
Mês/Ano;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;Vazão Mínima;Vazão Média;Vazão Máxima
  10/1982;3,432;6,956;8,440;6,186;4,681;4,111;3,950;11,090;9,956;17,630;24,368;19,722;17,823;20,459;16,571;13,259;10,227;8,396;8,219;7,215;8,705;8,175;6,913;6,271;6,016;6,016;6,186;8,396;9,776;9,417;9,462;3,432;9,936;24,368
  11/1982;8,705;6,442;5,094;4,846;4,681;4,599;4,518;4,599;4,518;4,436;4,764;10,317;8,882;6,442;7,215;7,302;6,271;5,094;4,599;6,016;6,527;7,215;6,101;5,011;4,681;4,354;5,260;6,016;6,016;5,595;---;4,354;5,871;10,317
  12/1982;5,053;4,681;10,771;12,886;11,272;9,552;12,007;16,811;13,119;10,634;9,060;11,318;17,630;15,759;13,914;15,521;16,571;14,998;13,914;15,093;16,811;18,454;19,428;19,477;18,017;17,100;18,551;13,867;13,259;14,809;16,236;4,681;14,083;19,477
  01/1983;16,188;15,046;13,446;11,501;11,227;11,869;26,889;24,368;36,549;22,693;29,324;17,533;22,693;29,740;37,477;33,389;32,949;35,632;44,039;49,631;57,262;45,664;37,711;39,847;33,389;28,094;21,788;21,253;20,065;18,600;18,989;11,227;27,898;57,262
  02/1983;43,661;88,705;82,677;50,741;47,807;38,535;39,010;34,726;40,815;38,181;28,809;44,111;37,630;33,034;32,329;29,381;26,681;24,300;24,219;28,190;25,277;23,735;21,827;21,435;22,537;22,063;22,378;21,984;---;---;---;21,435;35,528;88,705
  03/1983;22,775;27,853;22,220;20,503;21,591;26,598;43,441;69,938;46,531;32,769;27,265;24,706;23,174;22,855;21,357;20,503;19,279;18,525;19,128;21,357;21,827;20,657;20,195;18,750;17,337;16,461;16,172;17,190;17,117;15,884;15,313;15,313;24,170;69,938
  04/1983;16,244;16,172;15,527;14,748;14,608;16,172;26,598;28,275;21,513;16,172;15,598;14,959;14,608;14,329;14,051;13,538;13,341;13,243;13,144;13,243;14,190;16,316;15,030;16,970;23,334;24,625;21,435;17,854;15,956;14,190;---;13,144;16,866;28,275
  05/1983;13,439;12,948;12,460;12,168;11,974;11,780;11,683;11,683;11,974;13,982;11,731;11,925;13,982;19,052;16,970;14,120;12,655;12,362;11,877;13,390;13,144;12,460;12,411;14,748;13,913;12,752;12,265;11,828;31,279;40,131;60,465;11,683;16,050;60,465
  06/1983;45,753;33,654;30,758;32,504;27,853;38,366;47,607;39,851;30,325;29,637;27,937;25,277;23,414;21,279;20,041;19,128;18,826;18,525;17,928;17,632;17,337;16,897;16,606;16,461;16,172;16,028;16,028;16,244;19,128;18,525;---;16,028;24,524;47,607
  07/1983;17,044;15,884;15,313;14,748;14,468;14,190;13,913;13,538;13,341;13,144;13,046;12,850;12,752;12,655;12,557;12,362;12,265;14,678;15,030;15,242;22,537;20,967;16,389;12,997;12,655;12,362;12,071;11,974;11,877;11,683;11,586;11,586;14,068;22,537
  08/1983;11,394;11,925;11,828;11,490;11,105;10,913;10,722;10,626;10,436;10,340;10,340;10,245;10,150;10,056;9,961;9,866;9,677;9,583;9,489;9,395;9,301;9,207;9,114;8,927;8,833;8,740;8,647;8,554;8,462;8,277;8,184;8,184;9,864;11,925
  09/1983;8,092;8,000;8,323;8,927;10,579;17,044;18,525;17,928;15,313;12,460;10,579;10,388;11,297;10,722;10,531;12,606;13,636;18,003;28,190;23,414;19,052;17,558;20,580;32,241;30,931;23,654;18,525;14,678;13,095;12,314;---;8,000;15,906;32,241
  10/1983;11,683;11,490;12,411;12,704;12,362;11,974;12,022;11,057;10,483;10,056;9,677;9,395;9,114;11,731;13,913;12,557;10,770;10,865;17,264;14,608;11,828;11,877;14,959;18,077;16,897;14,120;12,022;11,009;10,483;10,008;9,866;9,114;12,170;18,077
  11/1983;11,877;12,948;12,655;12,704;12,850;12,362;11,586;10,483;9,961;9,772;9,724;13,341;12,948;11,297;11,105;10,674;10,150;9,772;9,489;9,442;9,489;10,008;10,150;10,056;9,677;9,301;8,787;8,323;7,908;9,207;---;7,908;10,602;13,341
  12/1983;8,927;13,144;14,608;11,586;9,630;9,160;10,674;10,531;9,348;9,020;11,297;16,461;27,433;31,978;34,278;27,769;19,355;15,598;13,292;13,046;19,812;27,517;37,906;37,263;29,552;21,513;19,355;18,826;18,675;16,461;24,462;8,927;18,983;37,906
  01/1984;21,670;23,494;22,458;17,558;14,608;13,292;12,460;11,877;11,683;11,490;11,105;10,722;10,436;10,340;10,056;9,961;9,866;9,772;9,489;10,531;14,538;19,736;22,378;21,748;17,780;19,888;40,225;38,643;26,266;20,426;18,600;9,489;16,874;40,225
  02/1984;17,044;14,190;13,439;13,046;12,655;12,314;11,877;11,974;11,683;11,877;13,913;12,557;11,683;11,057;10,626;10,626;10,913;10,626;10,626;10,531;10,245;9,961;9,772;9,583;9,395;9,114;8,927;8,740;8,740;---;---;8,740;11,301;17,044
  03/1984;8,647;8,740;9,114;9,301;9,395;9,583;10,245;9,677;9,207;8,833;8,462;8,277;8,092;7,816;7,633;7,451;7,359;7,269;7,178;7,178;7,633;7,633;7,542;7,451;7,359;7,359;7,633;7,087;7,087;7,314;7,359;7,087;8,094;10,245
  04/1984;6,997;6,816;7,042;9,301;12,655;11,780;10,293;8,647;7,314;6,861;6,547;6,457;6,368;6,368;6,278;9,301;14,120;10,008;9,207;8,415;7,542;7,132;6,816;6,726;9,020;8,927;7,542;8,554;8,369;8,000;---;6,278;8,313;14,120
  05/1984;7,954;7,178;8,694;7,770;7,269;6,771;6,457;6,368;6,278;6,189;6,012;5,923;6,100;7,816;6,997;6,547;6,278;6,861;6,906;6,412;6,100;6,012;5,923;5,747;5,571;5,483;5,308;5,221;5,134;5,047;5,047;5,047;6,367;8,694
  06/1984;5,134;5,047;5,047;4,961;4,961;4,875;4,788;4,788;4,703;4,788;4,703;4,703;4,617;4,617;4,531;4,531;4,446;4,446;4,361;4,361;4,361;4,276;4,276;4,276;4,276;4,191;4,191;4,191;4,191;4,107;---;4,107;4,558;5,134
  07/1984;4,107;4,107;4,023;4,023;4,023;3,939;3,939;3,939;3,855;3,855;3,855;3,771;3,771;3,771;3,771;3,688;3,688;3,605;3,605;3,605;3,522;3,522;3,522;3,440;3,440;3,440;3,440;3,771;3,688;3,605;3,605;3,440;3,740;4,107
  08/1984;3,605;3,605;6,056;8,880;6,368;5,047;4,361;4,191;4,107;3,855;3,688;3,605;3,522;3,440;3,440;3,440;3,357;3,357;3,357;3,605;3,981;4,617;8,554;10,531;7,816;5,967;5,221;4,703;4,361;4,191;4,107;3,357;4,804;10,531
  09/1984;4,918;4,531;4,191;4,107;4,023;4,023;4,023;4,617;5,615;5,091;4,446;4,065;3,688;3,605;3,522;3,357;3,522;3,440;3,440;3,605;4,875;4,703;4,023;3,688;3,440;3,605;5,134;5,483;4,961;4,276;---;3,357;4,201;5,615
  10/1984;3,771;3,522;3,357;3,194;3,112;3,031;2,950;2,950;3,031;3,357;3,194;3,112;3,031;2,869;2,789;2,709;2,789;3,031;4,862;4,259;3,722;3,418;3,164;3,080;2,997;2,915;2,833;2,752;2,671;2,512;2,512;2,512;3,145;4,862
  11/1984;2,434;2,434;2,356;2,356;2,356;2,279;2,279;2,203;2,203;2,833;3,122;4,078;4,674;4,213;3,375;2,997;2,915;2,915;3,080;3,547;5,244;5,148;5,148;5,244;5,634;6,082;5,438;4,581;3,943;4,213;---;2,203;3,644;6,082
  12/1984;6,900;8,563;8,125;7,586;7,800;7,373;5,293;12,348;9,233;7,162;5,931;5,733;8,070;20,301;18,094;14,472;12,348;17,554;13,838;10,730;9,064;7,479;6,487;5,832;5,438;5,341;5,931;5,832;5,438;5,341;6,436;5,293;8,906;20,301
  01/1985;8,016;9,916;9,289;9,744;8,729;7,908;8,841;25,510;28,157;22,144;15,049;11,501;9,687;8,952;9,801;8,785;8,125;8,234;7,962;8,288;8,952;8,674;8,563;8,674;9,687;9,233;8,896;8,563;7,908;8,563;9,008;7,908;10,689;28,157
  02/1985;7,800;7,800;7,693;7,586;7,586;7,800;7,693;7,586;9,120;8,563;8,343;9,744;10,789;9,516;8,453;7,908;8,234;8,343;8,016;7,800;7,693;9,459;9,916;9,459;10,263;10,147;9,177;8,952;---;---;---;7,586;8,623;10,789
  03/1985;13,901;20,091;13,712;11,501;11,084;10,848;11,203;12,165;11,802;11,983;13,461;14,856;14,344;11,263;14,281;17,018;24,177;27,622;23,010;16,685;13,211;11,682;10,848;10,147;9,630;9,233;8,785;8,674;8,453;8,234;8,179;8,179;13,293;27,622
  04/1985;11,621;11,084;10,730;10,789;10,848;10,496;10,789;11,442;11,084;8,729;7,693;7,267;6,952;6,744;6,744;6,952;9,859;12,655;11,561;10,321;8,179;6,848;6,641;6,539;6,436;6,436;6,334;6,233;6,031;6,233;---;6,031;8,676;12,655
  05/1985;7,908;7,479;7,057;6,693;6,233;6,031;5,832;5,733;5,634;5,782;6,233;6,031;5,634;5,438;5,341;5,244;5,244;5,148;5,052;5,052;8,288;9,974;7,854;7,162;6,848;6,233;5,782;5,244;5,148;5,052;5,052;5,052;6,175;9,974
  06/1985;4,957;4,957;4,957;5,536;5,341;5,148;5,052;4,957;4,957;4,862;4,768;4,768;4,768;4,674;4,581;4,581;4,581;4,488;4,396;4,304;4,304;4,213;4,213;4,213;4,123;4,123;4,123;4,123;4,033;4,033;---;4,033;4,604;5,536
  07/1985;4,033;4,033;3,943;3,943;3,943;3,943;4,213;4,213;4,123;4,123;4,033;4,033;3,943;3,943;3,943;3,854;3,854;3,766;3,766;3,766;3,678;3,591;3,591;3,504;3,418;3,418;3,418;3,418;3,333;3,333;3,333;3,333;3,789;4,213
  08/1985;3,333;3,248;3,248;3,248;3,164;3,164;3,164;3,080;3,080;3,080;3,080;3,080;2,997;2,997;2,997;2,997;2,997;2,997;2,997;2,997;2,997;3,164;3,418;3,164;3,080;3,080;3,080;3,206;3,248;3,164;3,504;2,997;3,131;3,504
  09/1985;4,862;5,389;5,536;5,341;5,733;10,205;9,289;6,334;5,100;3,943;3,678;3,504;3,333;3,333;3,248;3,164;3,080;2,915;2,752;2,752;2,915;2,915;2,833;2,997;3,080;2,997;2,915;2,915;2,915;3,080;---;2,752;4,102;10,205
  10/1985;3,080;2,997;2,997;2,915;2,915;2,833;2,752;2,752;2,671;2,591;2,512;2,434;2,356;2,279;2,127;2,052;2,052;2,052;1,978;1,978;2,203;2,127;2,052;1,978;1,978;1,905;1,905;2,833;3,988;5,782;6,132;1,905;2,684;6,132
  11/1985;5,931;5,882;8,016;7,373;6,436;6,082;5,341;4,259;3,504;3,122;2,752;2,591;2,512;2,356;2,279;2,127;1,978;1,905;1,905;1,832;2,317;3,122;4,078;4,213;4,304;5,148;5,005;4,488;4,033;3,547;---;1,832;3,948;8,016
  12/1985;3,122;2,752;4,628;8,288;7,639;6,436;5,293;4,123;3,206;2,833;2,671;2,512;2,434;2,512;3,164;2,997;3,634;4,033;3,766;3,418;3,547;3,418;2,752;2,591;2,752;2,752;4,674;4,674;4,396;4,123;3,678;2,434;3,833;8,288
  01/1986;3,333;3,591;3,418;3,248;2,997;2,752;2,591;2,512;2,434;2,434;2,711;7,586;6,952;4,909;3,418;3,164;3,080;2,915;3,206;3,248;3,038;2,915;3,164;5,052;5,341;5,536;5,683;4,815;4,304;4,304;4,123;2,434;3,831;7,586
  02/1986;3,854;4,213;3,943;3,766;4,957;4,078;3,591;3,766;3,504;4,213;4,304;5,341;4,815;4,396;4,488;5,341;4,815;4,350;9,346;9,859;15,960;12,044;10,554;7,639;5,882;6,284;7,162;8,234;---;---;---;3,504;6,096;15,960
  03/1986;6,334;10,907;11,682;12,044;12,716;11,322;17,554;15,438;11,322;9,120;8,234;7,320;6,693;6,233;6,132;6,031;5,832;5,634;5,832;5,341;4,862;4,581;4,488;4,488;4,396;8,896;6,334;6,031;5,832;8,453;8,234;4,396;8,010;17,554
  04/1986;6,182;5,487;4,721;4,396;4,396;4,304;4,304;4,304;4,304;4,213;4,350;4,768;4,581;5,585;7,532;7,373;6,744;5,634;5,196;4,768;4,396;4,123;3,943;3,854;3,766;3,943;4,488;4,304;4,033;3,943;---;3,766;4,798;7,532
  05/1986;3,766;3,678;3,504;3,333;3,248;3,248;3,678;3,504;3,766;4,304;4,581;4,304;4,535;4,213;4,123;3,854;4,488;4,674;4,862;4,581;4,488;5,438;5,100;4,442;3,943;3,591;4,768;4,123;3,854;3,504;6,334;3,248;4,188;6,334
  06/1986;5,585;4,815;4,396;3,988;3,678;3,591;3,504;3,504;3,418;3,333;3,248;3,164;3,164;3,164;3,080;3,080;2,997;2,915;2,915;2,833;2,833;2,833;2,833;2,752;2,752;2,752;2,752;2,752;2,752;2,752;---;2,752;3,271;5,585
  07/1986;2,752;2,752;2,671;2,752;3,678;3,943;3,504;3,080;2,915;2,833;2,752;2,752;2,752;2,671;2,671;2,671;2,591;2,512;2,512;2,512;2,512;2,591;3,164;3,504;3,333;2,915;2,752;2,671;2,671;2,512;2,512;2,512;2,852;3,943
  08/1986;2,752;2,752;2,671;2,591;2,512;2,434;2,356;2,279;2,279;2,279;2,279;2,203;2,434;2,434;2,356;2,512;2,915;2,997;2,833;2,671;4,259;8,125;7,800;7,908;5,782;5,100;4,259;3,591;3,164;2,915;2,752;2,203;3,426;8,125
  09/1986;2,671;2,591;2,434;2,434;2,356;2,356;2,356;2,356;2,279;2,203;2,052;2,052;2,052;2,052;1,978;1,905;1,905;1,832;1,832;1,832;1,832;1,905;1,905;1,832;1,832;1,832;2,052;2,052;3,290;3,678;---;1,832;2,191;3,678
  10/1986;3,164;2,631;2,279;2,052;1,905;1,905;1,760;1,689;1,619;1,724;2,552;3,248;2,833;2,279;2,052;1,905;1,832;1,760;1,689;1,978;3,080;5,931;7,586;5,882;4,078;3,122;2,671;2,591;2,833;2,512;2,241;1,619;2,754;7,586
  11/1986;2,052;2,052;2,127;2,591;2,752;2,711;2,434;2,434;2,279;2,203;5,981;8,952;6,284;4,674;3,766;3,164;2,752;2,512;2,356;2,279;2,203;2,127;1,978;2,127;1,978;1,905;1,978;2,127;3,248;6,693;---;1,905;3,091;8,952
  12/1986;8,453;15,308;21,288;23,811;22,648;15,373;20,021;24,990;29,081;34,868;24,923;17,455;13,101;10,962;10,271;14,392;17,324;15,650;13,589;12,198;11,020;10,100;16,805;21,828;33,166;30,428;28,414;28,858;22,105;17,194;17,129;8,453;19,444;34,868
  01/1987;15,396;14,144;14,268;14,330;12,557;11,723;10,271;9,704;9,986;9,648;9,648;9,424;10,962;9,648;8,869;8,759;12,798;12,258;10,904;9,256;8,215;7,893;8,979;9,760;22,661;35,806;34,946;29,678;26,945;21,483;19,509;7,893;14,530;35,806
  02/1987;18,774;17,586;15,587;15,018;15,207;15,144;15,270;15,650;12,859;13,651;12,437;13,406;12,437;12,738;13,041;13,284;18,974;15,905;14,455;12,678;11,078;10,385;9,873;9,535;9,424;9,648;9,256;8,541;---;---;---;8,541;13,280;18,974
  03/1987;9,535;11,842;11,842;11,137;9,090;8,432;8,107;9,312;19,308;35,806;37,859;24,708;17,979;14,268;14,020;14,020;13,162;12,557;11,253;12,318;11,723;11,488;10,558;9,873;9,535;9,201;8,979;9,201;9,090;8,759;8,432;8,107;13,335;37,859
  04/1987;8,323;8,215;8,107;9,312;11,253;13,897;13,041;10,788;9,648;9,535;8,650;8,650;8,869;9,535;9,873;8,979;8,215;7,893;7,680;7,786;9,312;9,090;9,090;8,432;7,893;7,680;7,363;7,050;6,843;6,843;---;6,843;8,928;13,897
  05/1987;7,050;6,947;6,843;6,843;8,432;11,137;8,650;8,759;12,919;11,723;11,605;25,281;25,712;18,907;12,557;14,642;15,018;18,907;16,033;19,442;23,432;20,797;17,455;14,767;14,642;13,041;11,960;11,253;12,198;11,488;10,673;6,843;13,842;25,712
  06/1987;10,100;9,760;9,535;9,312;9,201;9,090;9,424;9,873;9,424;9,090;8,650;8,323;8,000;8,432;11,488;13,897;13,651;12,198;10,214;8,979;8,650;8,432;9,201;9,648;8,869;8,432;8,107;7,893;7,680;7,574;---;7,574;9,438;13,897
  07/1987;7,469;7,363;7,363;7,259;7,154;7,154;6,947;6,947;7,363;7,786;7,574;7,154;6,947;6,741;6,536;6,434;6,333;6,333;6,333;6,333;6,232;6,132;6,132;6,032;5,932;5,932;5,932;5,735;5,735;5,636;5,833;5,636;6,606;7,786
  08/1987;6,032;5,932;5,833;5,735;5,538;5,735;6,536;6,132;5,833;5,735;5,538;5,441;5,247;5,151;5,151;5,056;5,056;4,960;4,960;4,960;4,960;4,960;4,960;4,960;4,866;4,771;4,678;4,678;4,584;4,584;4,584;4,584;5,263;6,536
  09/1987;4,492;4,492;4,399;4,399;4,399;4,584;4,866;4,866;4,678;4,492;6,741;6,536;5,441;5,056;4,771;4,492;4,307;4,678;5,833;5,636;6,947;9,535;7,786;7,574;6,232;5,735;5,247;5,151;5,247;4,960;---;4,307;5,452;9,535
  10/1987;4,584;4,678;4,960;4,678;4,399;16,805;14,020;11,842;7,893;5,932;5,247;4,960;4,678;4,584;4,399;4,399;4,399;4,216;4,125;4,492;4,866;4,771;4,678;4,584;4,492;4,399;4,307;4,960;5,056;4,307;3,945;3,945;5,666;16,805
  11/1987;3,503;3,417;3,331;3,331;3,331;3,331;3,417;3,503;3,503;3,503;3,417;3,245;3,245;3,160;4,125;5,344;5,344;4,216;3,767;3,417;4,035;3,945;3,678;3,503;4,307;7,680;11,137;7,154;4,960;4,492;---;3,160;4,278;11,137
  12/1987;3,945;3,678;3,678;4,678;5,538;6,843;9,424;7,154;5,932;9,312;7,363;5,538;6,536;5,247;4,678;4,035;3,856;8,432;14,020;9,873;10,100;9,424;6,741;5,441;4,771;4,399;4,216;4,125;4,492;4,216;4,216;3,678;6,190;14,020
  01/1988;4,216;4,125;3,945;3,767;4,307;9,760;17,064;15,650;15,144;19,846;21,070;17,324;12,437;9,535;7,893;8,541;8,107;8,000;7,050;6,741;8,107;7,680;7,363;6,434;9,090;9,201;8,215;9,090;6,741;5,932;8,000;3,767;9,367;21,070
  02/1988;7,154;8,000;6,741;6,333;8,650;7,469;6,638;6,947;6,843;11,370;13,528;10,788;9,760;9,201;10,443;10,443;11,960;13,041;11,723;18,508;16,546;14,144;9,648;9,312;8,107;8,541;8,432;11,488;8,541;---;---;6,333;10,010;18,508
  03/1988;9,424;16,289;20,252;19,442;18,111;16,805;15,018;11,488;9,986;8,979;8,432;8,107;7,786;7,469;7,154;7,050;9,873;23,292;44,684;48,032;28,340;18,243;14,517;12,678;11,370;10,558;10,214;9,873;9,424;9,090;8,759;7,050;14,863;48,032
  04/1988;8,432;9,201;8,979;8,759;8,650;8,323;8,323;11,370;12,198;9,535;8,541;8,215;12,798;20,117;18,907;13,406;13,774;13,406;15,777;16,934;14,020;12,198;11,137;10,328;9,648;9,312;8,979;8,541;8,650;8,650;---;8,215;11,237;20,117
  05/1988;8,432;8,107;7,786;7,680;9,201;9,873;9,201;8,541;8,000;7,680;7,363;6,947;7,363;8,215;8,323;8,107;8,541;13,284;11,020;9,424;8,650;9,312;11,020;10,443;11,137;9,873;8,979;8,541;8,650;13,284;14,268;6,947;9,266;14,268
  06/1988;12,557;10,558;9,312;11,960;12,198;10,100;9,873;9,090;8,541;8,323;8,107;7,893;7,786;8,107;9,873;8,869;8,215;7,893;7,574;7,363;7,259;7,154;6,947;6,741;6,741;6,947;6,843;6,741;6,638;6,536;---;6,536;8,425;12,557
  07/1988;6,434;6,434;6,333;6,333;6,132;6,032;5,932;5,932;5,932;5,932;5,932;5,833;5,833;5,735;5,735;5,735;5,735;5,735;5,636;5,538;5,538;5,538;5,538;5,538;5,538;5,441;5,344;5,151;5,151;5,151;5,151;5,151;5,740;6,434
  08/1988;5,151;5,056;5,056;5,056;5,056;5,056;4,960;4,960;4,866;4,866;4,771;4,771;4,771;4,771;4,771;4,771;4,678;4,584;4,399;4,399;4,399;4,399;4,399;4,307;4,216;4,125;4,035;4,035;4,035;3,945;3,856;3,856;4,597;5,151
  09/1988;3,856;3,856;3,856;3,856;3,767;3,678;3,678;3,503;3,503;3,417;3,331;3,331;3,245;3,245;3,417;3,678;4,307;5,833;6,638;4,866;4,216;3,856;3,591;3,503;3,417;3,331;3,245;3,160;2,992;2,992;---;2,992;3,772;6,638
  10/1988;2,992;2,909;3,160;3,331;4,035;4,035;3,945;3,767;3,503;3,245;2,992;4,125;8,000;6,032;4,960;4,216;4,216;4,866;7,469;10,443;8,759;8,432;10,328;7,786;6,638;8,650;11,137;9,201;7,469;6,434;6,638;2,909;5,926;11,137
  11/1988;8,650;10,328;8,107;7,050;6,947;6,638;5,344;5,735;5,151;4,492;4,125;5,441;5,344;5,735;5,932;4,492;4,125;3,945;4,035;4,584;4,960;4,771;5,441;4,678;3,945;3,856;5,932;5,636;5,056;4,216;---;3,856;5,490;10,328
  12/1988;3,945;3,945;3,945;3,678;3,591;3,331;3,160;3,076;2,992;2,992;2,992;4,960;4,678;4,866;4,960;4,678;3,678;3,160;3,076;3,076;10,788;10,788;8,759;8,000;7,259;8,215;9,201;8,650;7,893;7,469;9,535;2,992;5,527;10,788
  01/1989;6,536;5,538;4,960;8,323;9,873;14,268;18,641;17,194;20,524;21,208;22,313;18,243;14,020;12,919;12,678;16,417;19,577;18,243;12,798;10,328;11,253;11,605;14,642;16,033;13,897;9,873;8,759;8,000;8,323;7,469;7,050;4,960;12,952;22,313
  02/1989;6,638;6,232;8,759;10,328;10,328;9,873;9,424;8,759;29,081;30,729;26,727;25,712;20,660;17,455;15,777;14,767;14,392;12,678;11,137;10,558;12,198;11,488;10,788;9,648;11,960;10,904;9,760;9,424;---;---;---;6,232;13,792;30,729
  03/1989;15,144;19,846;22,174;16,161;11,488;10,100;9,873;9,535;9,535;8,979;8,541;8,000;7,786;9,873;9,201;8,869;8,541;8,000;7,893;8,107;7,363;7,050;6,843;6,741;6,638;6,741;7,050;7,050;9,090;7,893;7,363;6,638;9,596;22,174
  04/1989;7,363;8,432;8,650;7,680;6,947;6,536;6,132;6,741;6,741;6,434;6,536;7,786;7,363;6,638;6,032;5,735;5,932;5,735;6,434;6,132;5,735;5,441;5,247;5,151;4,960;4,866;4,771;4,771;4,678;4,584;---;4,584;6,206;8,650
  05/1989;4,584;4,678;4,584;4,771;6,132;6,032;5,833;5,735;5,344;4,960;4,771;4,584;4,584;4,492;4,399;4,307;4,125;4,035;4,035;4,035;4,035;4,035;3,945;3,945;3,945;4,399;4,307;4,307;4,307;4,216;4,125;3,945;4,567;6,132
  06/1989;4,035;3,945;3,856;3,767;3,767;3,678;3,678;3,678;3,767;3,767;4,960;6,434;5,344;4,584;4,125;4,125;4,125;4,035;3,945;3,856;3,591;3,503;3,503;3,417;4,125;4,678;4,216;3,945;3,767;3,767;---;3,417;4,066;6,434
  07/1989;3,591;3,591;3,503;3,417;3,417;3,417;3,331;3,331;3,331;3,245;3,160;3,160;3,160;3,076;3,076;3,076;3,076;2,992;2,992;2,992;2,992;2,992;2,992;2,992;2,992;2,992;3,076;6,741;7,050;9,760;15,777;2,992;4,042;15,777
  08/1989;12,139;8,323;5,932;5,199;4,538;4,216;3,945;3,767;3,678;3,503;3,417;3,417;3,331;3,245;3,160;3,160;3,076;3,076;3,076;2,992;2,909;3,076;3,547;3,591;3,591;4,913;4,584;4,960;4,216;3,678;3,503;2,909;4,186;12,139
  09/1989;3,331;3,591;3,503;3,245;3,076;3,245;3,245;3,160;3,767;4,771;4,125;3,591;4,216;4,771;4,960;4,399;3,678;3,417;3,245;2,992;2,909;2,663;2,582;2,502;2,502;2,663;3,503;4,035;3,678;3,160;---;2,502;3,484;4,960
  10/1989;2,992;2,744;2,582;2,343;2,343;2,343;2,265;2,265;2,188;2,111;2,035;2,035;2,343;2,343;2,343;2,265;2,188;2,111;1,959;1,885;1,885;1,885;1,885;1,738;1,665;1,665;1,738;1,738;1,665;1,665;1,665;1,665;2,093;2,992
  11/1989;1,665;1,665;1,665;1,959;2,111;2,188;2,111;1,811;1,665;2,582;2,785;4,307;8,215;6,485;3,856;2,909;2,462;2,663;2,909;2,992;3,811;6,689;4,771;3,856;4,307;3,811;3,460;9,035;10,100;7,786;---;1,665;3,888;10,100
  12/1989;5,247;4,584;3,945;3,547;2,992;2,502;2,422;2,188;2,111;2,149;2,188;2,304;8,814;16,417;15,018;8,869;5,982;4,866;4,771;5,056;5,151;4,866;4,216;3,076;3,076;3,076;4,035;5,636;5,344;6,082;8,814;2,111;5,140;16,417
  01/1990;19,241;46,350;47,837;36,874;28,472;23,333;20,150;17,301;14,583;13,061;14,967;15,934;17,629;17,498;13,883;12,185;11,072;10,157;11,565;9,194;8,599;9,433;10,827;9,493;8,363;7,660;7,428;7,428;6,852;6,509;6,283;6,283;15,812;47,837
  02/1990;5,833;6,170;5,833;5,498;5,277;6,170;6,170;5,833;6,226;6,623;6,966;7,139;7,312;7,544;7,196;6,113;5,610;5,167;4,948;4,622;4,514;4,514;4,514;6,623;7,544;7,952;7,428;8,422;---;---;---;4,514;6,206;8,422
  03/1990;8,599;7,312;6,852;6,509;8,363;7,544;6,966;8,718;9,194;8,010;6,852;10,522;9,794;8,245;6,396;5,721;5,610;6,283;7,776;8,010;9,794;11,134;9,794;9,433;10,278;8,245;6,966;6,170;6,283;7,312;6,396;5,610;7,906;11,134
  04/1990;5,833;5,277;5,057;4,839;4,622;4,406;4,299;4,514;9,553;5,945;5,057;4,730;4,514;4,406;4,299;4,192;4,192;4,514;5,057;6,057;5,498;4,948;4,730;4,514;4,192;3,980;3,874;3,874;3,769;3,980;---;3,769;4,824;9,553
  05/1990;4,514;5,167;5,833;5,610;5,498;5,277;5,277;5,057;4,948;4,514;4,406;4,622;4,514;4,406;4,299;5,057;5,498;7,544;6,852;5,610;4,948;4,622;4,406;4,086;4,086;3,980;3,874;3,874;3,664;3,560;3,456;3,456;4,808;7,544
  06/1990;3,456;3,456;3,456;3,353;3,353;3,353;3,353;3,353;3,353;3,353;3,353;3,250;3,250;3,250;3,353;3,250;3,250;3,147;3,147;3,147;3,250;3,250;3,250;3,147;3,147;3,147;3,250;3,250;3,147;3,045;---;3,045;3,271;3,456
  07/1990;3,045;3,045;3,045;3,045;3,250;3,456;3,250;3,250;3,147;3,250;3,250;3,250;3,147;3,147;3,045;3,045;5,003;7,776;9,975;11,380;9,134;6,623;5,610;5,003;4,514;4,192;3,874;3,980;3,980;3,769;3,560;3,045;4,485;11,380
  08/1990;3,353;3,250;3,250;3,147;3,147;3,045;3,045;3,045;2,943;2,943;2,842;2,842;2,842;2,842;2,742;2,742;3,198;4,948;4,839;4,730;4,894;4,246;3,874;3,769;3,612;3,250;3,508;4,299;4,299;3,874;3,664;2,742;3,517;4,948
  09/1990;3,927;5,777;4,246;3,664;3,560;3,456;3,456;3,560;3,353;3,353;3,147;2,842;3,045;4,568;5,833;4,730;4,139;3,353;3,045;2,842;2,842;2,842;3,198;3,250;3,250;3,147;2,943;2,842;2,742;2,642;---;2,642;3,520;5,833
  10/1990;2,642;3,664;4,514;4,406;4,139;3,874;3,664;3,250;3,045;2,842;2,742;2,642;4,948;3,822;3,096;3,822;4,568;4,192;3,874;7,428;7,312;5,443;4,299;3,560;3,353;3,198;2,842;2,742;2,742;2,543;2,543;2,543;3,798;7,428
