PREFIXO: ;3D-002
NOME DO POSTO: ;MONTE ALEGRE DO SUL
MUNICÍPIO: ;MONTE ALEGRE DO SUL
CURSO D'ÁGUA: ;CAMANDUCAIA,R/CAMAND.OU DA GUARDINHA,R/GUARDINHA,R DA
ÁREA (Km²): ;387,00
LATITUDE: ;22°41'44"
LONGITUDE: ;46°40'25"
 
Obs: valores com --- representam dados inexistentes.
 
Vazões médias diárias (m³/s)
 
Mês/Ano;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;Vazão Mínima;Vazão Média;Vazão Máxima
  08/1964;2,545;2,471;2,471;2,398;2,398;2,325;2,325;2,253;2,182;2,111;2,040;2,040;2,040;1,971;1,971;1,971;1,902;1,971;2,111;2,182;2,111;2,040;1,971;1,971;1,902;1,902;1,834;1,834;1,766;1,766;1,766;1,766;2,082;2,545
  09/1964;1,902;1,971;1,971;1,902;1,834;1,834;1,766;1,766;1,766;1,699;1,699;1,699;1,633;1,633;1,568;1,503;1,503;1,439;1,439;1,376;1,376;1,376;1,376;1,313;2,619;3,475;3,475;3,720;3,802;3,885;---;1,313;2,011;3,885
  10/1964;4,392;4,392;4,565;4,916;4,565;5,184;5,916;6,198;5,365;4,740;4,221;3,885;3,638;3,395;3,235;3,078;2,923;2,770;2,695;3,395;4,565;6,867;5,731;3,885;3,395;3,638;4,828;5,365;6,010;6,578;11,464;2,695;4,703;11,464
  11/1964;10,583;9,508;8,363;7,655;7,258;6,674;5,547;4,828;4,221;3,720;3,315;3,157;3,000;2,770;2,695;3,000;2,923;2,695;2,695;3,395;4,828;5,639;4,652;4,221;3,720;3,157;2,695;2,545;2,325;2,325;---;2,325;4,470;10,583
  12/1964;2,923;5,184;12,251;16,019;11,800;7,555;6,010;4,392;4,479;4,137;3,802;7,062;11,912;11,800;11,242;10,365;9,614;8,774;8,260;8,878;9,297;9,402;11,576;19,603;31,238;42,340;36,728;26,247;22,050;20,967;20,967;2,923;13,448;42,340
  01/1965;20,054;16,386;14,574;14,101;13,283;12,251;11,688;10,149;15,052;14,219;12,138;10,801;9,827;9,402;9,192;13,632;13,866;12,707;18,001;38,247;35,232;26,414;19,753;15,413;13,283;12,025;10,911;11,131;11,576;16,019;19,753;9,192;15,519;38,247
  02/1965;23,954;37,485;39,788;30,531;21,739;15,897;13,983;12,251;11,242;10,474;10,149;9,934;10,474;11,353;15,776;17,002;14,812;13,399;12,138;11,353;10,692;15,172;15,897;16,263;15,292;14,693;21,274;25,420;---;---;---;9,934;17,087;39,788
  03/1965;23,793;20,661;16,263;15,654;14,574;13,866;13,515;13,052;13,167;26,247;21,583;16,755;15,533;14,456;13,283;12,251;11,800;12,025;11,912;14,101;12,822;12,365;11,912;12,365;16,755;19,305;16,879;14,337;12,707;11,688;10,041;10,041;15,022;26,247
  04/1965;9,087;8,465;8,159;8,057;7,956;7,855;7,755;7,755;7,655;7,655;7,555;7,456;7,357;7,258;7,258;7,160;6,867;6,867;6,674;6,578;6,578;6,482;6,387;6,292;6,292;6,198;6,103;6,010;9,508;11,688;---;6,010;7,432;11,688
  05/1965;11,353;9,720;9,087;8,774;8,260;8,057;7,956;7,855;7,755;7,755;7,655;7,555;8,159;7,956;8,057;8,465;8,159;8,878;10,257;8,982;8,260;7,956;7,456;7,062;6,771;6,387;5,916;5,639;5,456;5,365;5,274;5,274;7,814;11,353
  06/1965;5,274;5,184;5,184;5,094;5,005;5,005;4,916;4,916;4,828;4,740;4,740;4,740;4,652;4,652;4,652;5,365;6,387;5,916;5,274;4,916;4,565;4,307;4,221;5,094;5,456;5,184;5,005;4,221;3,968;4,052;---;3,968;4,917;6,387
  07/1965;3,968;3,885;3,885;4,137;4,916;5,005;4,916;4,916;5,916;7,956;8,363;7,357;6,674;6,387;5,274;5,184;4,916;4,828;4,740;4,652;4,565;4,392;4,392;4,221;4,137;4,137;4,052;3,968;3,885;3,885;3,802;3,802;4,946;8,363
  08/1965;3,802;3,720;3,638;4,392;4,652;4,307;4,221;4,137;4,137;4,052;4,052;3,968;3,885;3,885;3,802;3,720;3,638;3,638;3,556;3,475;3,395;3,395;3,315;3,235;3,157;3,157;3,078;3,000;3,000;2,923;2,923;2,923;3,653;4,652
  09/1965;2,923;2,923;2,846;2,770;2,770;2,695;2,695;2,619;2,619;2,545;2,545;2,471;2,398;2,398;2,325;2,325;2,325;2,253;2,253;2,253;2,398;2,471;2,619;2,770;3,475;3,968;9,614;9,192;7,160;5,184;---;2,253;3,327;9,614
  10/1965;22,364;24,115;17,375;14,456;11,912;8,671;6,010;5,005;4,565;4,392;4,307;4,137;3,968;4,052;4,916;4,221;4,137;4,052;4,137;4,828;5,005;4,052;8,260;6,198;4,307;4,392;5,094;6,771;8,982;8,057;7,655;3,968;7,432;24,115
  11/1965;7,258;7,062;6,674;6,103;5,731;6,387;6,292;4,828;4,307;4,221;4,137;4,221;4,392;4,652;13,167;15,052;10,583;8,774;7,456;6,387;5,916;5,456;5,094;4,652;4,652;4,392;6,674;16,386;11,688;14,574;---;4,137;7,239;16,386
  12/1965;14,574;13,515;12,707;11,688;11,021;10,583;11,131;12,822;25,091;27,423;29,134;27,932;26,749;23,954;20,967;17,002;13,283;10,583;9,827;9,192;8,878;8,568;8,465;8,568;8,982;8,878;8,363;8,982;9,827;10,474;12,592;8,363;14,250;29,134
  01/1966;16,755;19,454;30,707;24,601;23,313;20,813;18,420;17,251;16,263;15,533;14,574;13,983;13,515;13,052;12,478;11,800;11,242;10,801;10,149;9,720;8,982;8,260;7,555;6,867;7,258;7,855;8,568;14,337;17,500;20,356;21,894;6,867;14,641;30,707
  02/1966;22,678;21,739;17,876;13,283;11,688;10,257;9,297;8,878;8,363;7,855;7,755;7,655;7,655;7,456;7,456;7,357;7,258;7,160;7,160;7,160;7,855;10,149;13,283;12,478;22,836;37,106;25,255;15,172;---;---;---;7,160;12,504;37,106
  03/1966;13,515;13,167;12,822;13,515;16,755;28,103;34,862;32,670;30,179;27,932;25,091;22,207;19,903;17,126;15,533;14,456;13,399;12,478;11,800;11,242;11,131;10,801;10,583;10,149;9,827;9,614;10,149;10,365;10,149;10,041;9,827;9,614;16,109;34,862
  04/1966;9,614;9,508;9,192;8,878;8,671;8,568;8,465;8,363;8,260;8,159;8,057;7,956;7,855;7,755;7,655;7,456;7,357;7,555;7,456;7,357;7,258;7,062;7,062;7,160;7,258;7,357;7,160;7,062;7,258;7,160;---;7,062;7,864;9,614
  05/1966;7,062;6,965;6,771;6,674;6,578;11,021;9,508;8,159;7,655;7,160;6,867;7,357;7,956;7,555;7,062;6,867;6,674;6,482;6,292;6,198;6,292;6,482;7,160;6,103;5,547;5,274;5,184;5,094;5,005;5,005;4,916;4,916;6,740;11,021
  06/1966;4,828;4,740;4,740;4,652;4,565;4,479;4,479;4,479;4,479;4,392;4,392;4,392;4,307;4,221;4,137;4,052;3,968;3,968;3,885;3,885;3,802;3,802;3,720;3,720;3,638;3,638;3,638;3,556;3,556;3,556;---;3,556;4,122;4,828
  07/1966;3,475;3,475;3,638;4,137;4,307;4,479;4,916;4,916;4,828;4,740;4,565;4,565;4,392;4,221;4,137;3,968;3,885;3,720;3,638;3,556;3,475;3,315;3,315;3,235;3,235;3,157;3,078;3,078;3,000;3,000;3,556;3,000;3,839;4,916
  08/1966;5,184;4,740;4,307;3,968;3,638;3,475;3,395;3,315;3,235;3,078;3,078;2,923;2,923;2,846;2,770;2,770;2,770;2,695;2,695;2,695;2,695;2,619;2,619;2,619;2,619;2,619;2,545;2,545;2,545;2,545;2,545;2,545;3,065;5,184
  09/1966;2,471;2,471;2,471;2,398;2,398;2,325;2,325;2,253;2,253;2,253;2,182;2,182;2,111;2,111;2,111;2,040;1,971;1,971;1,902;2,182;2,398;2,111;2,040;1,971;1,971;1,902;1,902;2,325;3,638;3,235;---;1,902;2,262;3,638
  10/1966;3,000;2,770;2,619;2,619;2,545;2,471;2,545;6,103;7,755;5,731;4,307;3,315;2,923;2,770;2,619;2,471;2,471;2,398;2,398;2,325;2,253;2,182;5,094;5,639;4,652;3,802;3,157;5,823;9,720;7,258;6,103;2,182;3,930;9,720
  11/1966;5,731;7,062;6,771;6,010;5,094;4,221;3,395;3,475;3,638;3,720;4,221;5,005;5,639;4,740;4,137;4,137;18,713;15,172;10,911;8,878;7,456;6,292;5,005;4,307;3,968;3,556;2,923;2,545;2,545;2,398;---;2,398;5,722;18,713
  12/1966;2,398;2,253;2,253;3,968;3,475;3,235;4,137;4,565;5,365;5,005;4,221;5,547;4,652;4,137;3,885;3,638;3,395;3,157;3,315;5,184;10,474;17,876;39,594;49,284;41,746;25,420;17,876;15,413;12,365;9,934;8,465;2,253;10,524;49,284
  01/1967;7,855;7,357;7,555;8,260;13,283;16,755;15,897;13,167;15,533;16,755;18,274;24,439;29,655;26,917;23,954;19,008;16,019;13,749;13,283;12,592;12,251;12,138;11,912;12,478;17,251;16,632;16,386;19,305;19,903;15,172;13,866;7,357;15,729;29,655
  02/1967;13,167;13,399;33,395;41,548;33,213;27,592;25,255;22,207;19,603;17,625;16,386;15,413;14,337;12,936;12,251;11,912;11,353;12,478;17,876;18,274;15,654;14,219;13,399;12,251;11,021;10,583;11,800;11,912;---;---;---;10,583;17,538;41,548
  03/1967;11,688;11,688;12,138;12,592;12,251;12,025;11,464;11,800;13,399;11,688;11,242;11,021;12,592;12,936;11,688;11,242;10,911;10,801;10,583;10,583;10,365;10,257;10,149;10,041;10,149;10,801;11,242;11,021;10,911;10,801;10,583;10,041;11,311;13,399
  04/1967;11,021;13,052;11,800;10,257;8,982;8,568;9,087;8,982;8,878;8,671;8,568;8,465;8,363;8,363;8,159;7,555;7,160;6,867;6,674;6,482;6,387;6,965;6,771;6,674;6,482;6,387;6,292;7,456;7,357;7,062;---;6,292;8,126;13,052
  05/1967;6,578;6,482;8,774;9,192;8,260;6,771;6,387;6,103;6,010;5,823;5,731;5,639;5,547;5,547;5,456;5,365;5,274;5,184;5,184;5,094;5,094;5,005;5,005;4,916;4,916;4,828;4,828;4,740;4,740;4,740;4,652;4,652;5,738;9,192
  06/1967;4,652;4,565;4,565;4,740;4,828;5,274;6,771;6,867;5,639;6,674;7,755;8,671;11,131;12,365;10,257;8,568;6,578;5,916;5,639;5,456;5,274;5,094;5,005;4,916;4,916;4,828;4,740;4,740;4,652;4,652;---;4,565;6,191;12,365
  07/1967;4,565;4,565;4,479;4,479;4,392;4,392;4,307;4,221;4,221;4,221;4,392;4,479;4,479;4,307;4,221;4,221;4,137;4,052;4,052;3,968;3,968;3,885;4,137;4,052;4,052;3,968;3,802;3,720;3,638;3,556;3,475;3,475;4,142;4,565
  08/1967;3,395;3,315;3,315;3,235;3,235;3,157;3,157;3,078;3,078;3,000;3,000;3,000;2,923;2,923;3,475;3,802;3,475;3,395;3,315;3,157;3,000;2,923;2,846;2,846;2,770;2,695;2,619;2,619;2,619;2,619;2,619;2,619;3,052;3,802
  09/1967;2,545;2,545;2,471;2,471;2,471;2,471;2,471;2,923;3,885;4,392;4,052;4,052;6,292;6,198;5,005;3,720;3,235;3,000;2,846;2,695;2,695;3,000;2,923;2,846;2,695;2,619;2,471;2,398;2,325;2,325;---;2,325;3,201;6,292
  10/1967;2,325;2,471;2,619;2,619;2,398;2,325;2,325;2,253;2,182;2,182;2,111;2,695;2,619;2,471;2,325;2,471;2,471;2,325;2,325;2,325;2,923;4,479;3,475;3,720;4,221;6,292;8,159;7,855;5,731;4,307;3,395;2,111;3,303;8,159
  11/1967;3,000;3,078;4,392;4,307;3,802;3,000;2,846;2,619;2,471;2,398;2,325;2,182;2,770;4,828;5,547;6,292;8,774;9,087;7,357;5,456;4,565;5,094;4,392;8,363;7,160;7,555;7,062;6,010;6,387;5,365;---;2,182;4,949;9,087
  12/1967;4,479;3,968;4,828;4,916;4,916;4,479;4,392;4,137;5,094;4,828;4,565;4,307;4,137;5,456;6,387;8,057;7,555;8,363;8,057;6,771;6,674;8,057;11,131;9,720;7,855;6,578;6,010;5,916;6,674;6,292;5,731;3,968;6,140;11,131
  01/1968;5,731;8,568;8,159;8,568;7,755;6,292;5,547;5,094;4,916;4,565;4,307;6,198;8,159;10,583;9,297;8,465;10,692;12,822;11,353;10,911;16,019;16,263;15,172;14,101;12,707;10,041;8,159;8,057;7,258;6,578;6,103;4,307;8,982;16,263
  02/1968;5,731;5,639;5,456;5,094;4,916;4,916;4,916;4,740;4,652;4,565;4,392;4,307;4,565;4,479;6,292;6,867;7,258;6,103;5,184;4,652;4,652;5,274;5,916;6,292;5,731;5,456;4,916;4,652;4,479;---;---;4,307;5,245;7,258
  03/1968;4,307;3,968;3,720;4,392;6,482;6,198;5,094;9,087;7,555;8,159;9,934;9,508;9,934;12,365;10,692;9,614;8,363;8,878;8,057;6,867;5,731;5,456;6,674;6,867;5,823;5,731;5,274;4,828;4,479;4,307;4,221;3,720;6,857;12,365
  04/1968;6,674;5,184;4,652;4,392;4,221;5,365;5,184;4,392;4,137;3,968;3,720;3,638;3,556;3,475;3,395;3,315;3,315;3,235;3,235;5,365;5,916;4,652;4,052;3,638;3,395;3,315;3,157;3,078;3,078;3,235;---;3,078;4,064;6,674
  05/1968;3,157;3,078;3,000;2,923;2,923;2,923;2,846;2,846;2,923;2,923;2,923;2,846;2,846;2,846;3,638;4,828;4,221;3,395;3,000;2,923;2,923;2,923;2,846;2,770;2,695;2,695;2,619;2,619;2,619;2,619;2,619;2,619;2,999;4,828
  06/1968;2,619;2,545;2,545;2,471;2,471;2,471;2,471;2,471;2,471;2,398;2,398;2,398;2,398;2,325;2,325;2,325;2,325;2,253;2,253;2,253;2,846;3,078;2,846;2,545;2,471;2,398;2,325;2,325;2,325;2,325;---;2,253;2,456;3,078
  07/1968;2,253;2,182;2,182;2,182;2,182;2,182;2,182;2,111;2,111;2,253;2,253;2,182;2,182;2,111;2,111;2,040;1,971;1,971;1,971;1,971;2,040;2,111;2,111;2,040;1,971;1,971;1,971;1,971;1,902;1,902;1,902;1,902;2,080;2,253
  08/1968;1,902;1,902;1,902;1,902;2,040;2,325;2,325;2,182;2,770;2,923;2,695;2,398;2,182;2,040;1,971;1,971;1,971;1,902;1,902;1,902;1,834;1,834;1,834;1,834;1,834;1,902;1,834;1,834;1,766;1,766;1,902;1,766;2,041;2,923
  09/1968;2,253;2,398;2,040;2,040;2,471;2,325;2,111;1,902;1,834;1,766;1,699;1,699;1,699;1,633;1,633;1,633;1,633;1,633;1,568;1,633;1,699;1,971;1,971;1,834;1,699;1,633;1,568;1,568;1,568;1,633;---;1,568;1,825;2,471
  10/1968;1,633;1,633;1,699;1,699;1,568;1,568;1,503;1,503;1,439;1,439;1,439;1,503;1,439;1,439;1,376;1,376;1,568;1,971;2,545;2,182;1,902;1,971;2,040;4,479;4,392;3,315;2,770;2,182;3,315;2,398;2,325;1,376;2,052;4,479
  11/1968;2,040;2,398;3,638;2,398;2,619;2,923;2,325;1,902;1,766;1,699;1,633;1,568;1,568;1,503;1,503;1,503;1,633;1,568;1,503;1,439;1,376;1,376;1,376;1,313;1,313;1,313;1,252;1,376;2,325;3,638;---;1,252;1,860;3,638
  12/1968;5,005;5,731;6,292;5,731;5,731;4,652;3,078;2,923;2,545;2,182;1,971;1,766;1,699;1,633;1,568;1,503;2,846;2,846;2,923;3,235;2,846;2,040;1,766;1,699;1,633;1,834;2,398;2,846;2,545;2,253;2,253;1,503;2,902;6,292
  01/1969;2,471;2,040;2,398;3,235;3,638;2,846;2,770;2,695;4,221;2,770;3,235;3,157;2,695;2,619;2,471;2,325;2,325;2,182;2,040;1,834;1,699;1,902;7,456;9,402;5,639;6,010;4,740;4,392;4,052;3,157;2,545;1,699;3,386;9,402
  02/1969;2,471;2,695;5,005;3,556;2,923;2,619;2,040;2,040;1,971;1,902;1,834;1,834;1,834;2,325;2,398;2,325;2,111;3,475;3,556;3,157;2,923;2,695;2,398;2,471;2,398;2,398;3,000;3,000;---;---;---;1,834;2,620;5,005
  03/1969;3,315;6,387;5,823;5,184;6,578;4,740;3,475;3,157;3,078;2,923;2,846;2,619;2,253;2,182;2,471;2,545;2,398;2,325;2,182;1,902;1,766;2,695;3,720;3,395;2,923;2,619;2,545;3,235;3,720;3,556;3,235;1,766;3,284;6,578
  04/1969;3,315;3,638;3,475;3,157;3,395;5,094;4,392;3,968;3,395;2,923;2,846;2,619;3,395;3,078;2,923;2,846;2,695;2,545;2,545;2,471;2,398;2,325;2,253;2,253;2,182;2,182;2,253;2,398;2,325;2,325;---;2,182;2,920;5,094
  05/1969;2,398;2,471;2,471;3,157;2,695;2,619;2,545;2,545;2,398;2,398;2,325;2,253;2,182;2,111;2,111;2,040;1,971;1,902;1,766;1,766;1,699;1,766;1,834;1,766;1,834;1,834;1,834;1,766;2,182;4,652;5,456;1,699;2,347;5,456
  06/1969;5,094;4,137;3,720;3,395;2,923;2,619;2,325;2,111;1,971;1,971;2,111;2,040;1,971;1,902;1,902;1,834;1,834;1,766;1,766;1,902;2,040;3,315;2,695;2,619;2,545;2,545;2,619;2,545;2,545;2,325;---;1,766;2,503;5,094
  07/1969;2,182;2,040;1,971;1,834;1,834;1,766;1,699;1,699;1,699;1,633;1,633;1,766;1,699;1,699;1,633;1,633;1,633;1,633;1,568;1,568;1,568;1,568;1,503;1,503;1,503;1,503;1,503;1,439;1,439;1,439;1,439;1,439;1,653;2,182
  08/1969;1,376;1,376;2,111;1,834;1,766;1,699;2,253;2,040;1,971;1,834;1,834;1,766;1,699;1,633;1,568;1,568;1,503;1,439;1,376;1,376;1,376;1,503;1,439;1,439;1,439;1,439;1,439;1,503;1,439;1,439;1,439;1,376;1,610;2,253
  09/1969;1,376;1,376;1,313;1,313;1,313;1,252;1,252;1,252;1,252;1,252;1,191;1,191;1,191;1,191;1,191;1,191;1,131;1,131;1,131;1,072;1,072;1,072;1,072;1,013;1,013;1,013;1,013;1,013;0,956;0,956;---;0,956;1,159;1,376
  10/1969;1,131;1,252;1,902;4,307;6,965;7,555;6,482;5,639;4,828;3,968;3,315;3,078;2,846;2,695;2,545;2,253;2,040;1,971;4,307;5,184;4,479;3,802;11,375;8,410;4,239;3,001;2,543;2,736;4,555;4,555;6,641;1,131;4,213;11,375
  11/1969;6,363;5,558;3,932;3,138;2,867;2,801;2,867;2,867;3,562;7,504;8,003;6,000;7,603;12,931;14,956;12,083;9,038;6,735;7,019;9,358;11,609;13,676;11,964;8,722;6,924;5,385;6,641;6,829;5,471;7,603;---;2,801;7,334;14,956
  12/1969;7,802;6,924;6,000;5,214;4,635;4,395;5,821;7,603;7,019;5,910;5,046;4,635;10,913;32,306;23,897;16,962;11,143;7,212;5,910;5,046;4,161;6,000;5,910;5,471;4,963;4,555;4,161;4,084;3,857;3,708;3,635;3,635;7,577;32,306
  01/1970;8,410;7,212;13,177;5,385;4,239;6,455;5,910;6,271;4,880;6,455;6,363;4,798;3,857;3,490;3,562;14,826;24,532;25,984;26,147;20,382;22,958;17,793;12,808;9,466;9,251;10,347;9,466;8,617;6,455;5,046;8,932;3,490;10,435;26,147
  02/1970;7,603;6,641;6,363;6,090;7,504;6,924;6,180;5,558;5,214;6,641;11,143;9,358;9,902;9,358;11,609;21,277;24,213;19,649;48,897;54,145;48,169;67,989;65,011;46,373;36,516;29,160;24,691;23,114;---;---;---;5,214;22,332;67,989
  03/1970;19,503;18,783;18,498;18,640;18,926;16,552;14,438;13,177;12,686;11,727;11,259;11,028;11,143;12,808;12,083;11,727;11,143;17,099;21,277;16,552;13,928;11,727;10,235;9,466;8,722;8,410;8,308;8,104;8,003;7,902;7,802;7,802;12,957;21,277
  04/1970;9,683;10,572;10,685;10,459;10,013;8,932;7,902;7,504;7,309;7,115;7,019;6,829;6,641;6,641;6,455;6,363;6,363;6,271;6,180;7,309;6,641;6,548;6,363;6,271;6,090;5,821;5,645;5,299;5,645;5,471;---;5,299;7,201;10,685
  05/1970;5,385;5,385;6,735;6,180;5,733;5,910;6,180;6,090;5,910;5,733;6,363;7,115;6,735;6,363;6,090;5,821;5,558;5,214;5,046;5,046;5,046;5,046;4,880;4,798;4,716;4,716;4,555;4,555;4,395;4,395;4,317;4,317;5,484;7,115
  06/1970;4,239;4,161;4,084;4,084;4,008;3,932;3,857;3,932;4,084;4,084;4,008;3,932;3,857;3,857;4,716;5,821;5,214;4,317;4,084;4,008;3,932;3,857;4,635;8,514;7,802;5,910;4,880;4,475;4,239;4,161;---;3,857;4,556;8,514
  07/1970;4,084;4,317;4,317;4,161;4,084;3,932;3,782;3,782;3,708;3,635;3,782;3,932;3,857;3,708;3,635;3,562;3,562;3,490;3,490;3,418;3,490;3,857;4,008;4,084;3,932;3,782;3,635;3,562;3,490;3,276;3,138;3,138;3,758;4,317
  08/1970;3,069;3,069;3,069;3,001;2,934;2,934;2,934;2,867;2,867;2,867;2,801;2,801;2,801;2,801;2,736;2,736;2,671;2,671;2,607;2,607;2,607;2,543;2,543;2,543;2,736;3,782;6,455;5,733;5,471;6,271;7,504;2,543;3,388;7,504
  09/1970;6,271;5,046;4,161;3,418;3,138;2,867;3,418;3,138;3,138;3,069;5,299;4,475;4,635;4,008;3,562;5,733;7,019;5,821;4,880;3,932;3,562;3,347;3,276;3,138;3,069;3,001;2,934;2,934;4,239;4,317;---;2,867;4,028;7,019
  10/1970;4,008;3,782;3,635;4,475;7,902;6,363;4,880;3,932;3,635;3,418;3,207;3,207;3,276;3,138;3,001;2,867;2,867;2,801;2,736;2,801;3,001;11,259;14,310;8,932;6,829;7,309;5,558;4,635;4,008;3,562;3,276;2,736;4,794;14,310
  11/1970;3,207;3,069;4,963;4,635;4,008;3,490;3,138;11,492;17,099;12,686;10,013;5,910;5,299;5,046;10,913;11,259;8,514;5,910;4,635;4,317;4,008;3,857;3,708;3,562;3,490;3,490;3,347;3,276;5,130;5,821;---;3,069;5,976;17,099
  12/1970;7,115;6,829;6,363;5,821;5,385;4,963;4,317;3,782;3,276;3,418;4,239;4,555;4,963;4,716;4,161;3,932;3,490;3,276;3,276;6,180;11,964;8,003;5,130;4,239;3,932;3,857;3,635;3,635;3,418;3,490;3,635;3,276;4,806;11,964
  01/1971;4,220;4,791;4,382;4,060;4,060;4,874;4,627;4,140;3,822;3,586;3,431;5,375;9,401;9,495;10,928;10,446;6,405;5,291;4,463;4,220;3,901;3,508;3,354;3,200;3,124;2,823;2,675;2,823;3,277;4,709;4,301;2,675;4,829;10,928
  02/1971;4,957;4,463;4,060;3,431;2,823;2,528;2,528;2,383;2,675;3,354;5,629;3,743;3,124;2,973;7,111;4,060;3,508;3,124;4,545;4,874;5,972;5,291;4,060;3,664;3,431;3,277;3,124;2,898;---;---;---;2,383;3,843;7,111
  03/1971;2,823;2,675;2,456;2,898;3,354;5,375;6,668;6,058;5,886;8,012;16,901;23,803;20,990;16,063;10,350;8,012;7,289;6,231;5,460;4,957;4,709;4,627;4,545;4,463;5,544;11,025;6,231;9,495;7,469;6,933;6,405;2,456;7,668;23,803
  04/1971;5,972;5,715;5,460;5,123;5,040;4,874;4,791;4,709;4,545;5,886;5,800;5,375;5,040;4,791;4,463;4,220;3,980;4,874;4,545;4,220;4,382;5,040;5,544;6,145;5,460;4,874;4,545;4,382;4,220;4,140;---;3,980;4,939;6,145
  05/1971;4,060;3,901;4,709;5,123;5,715;6,756;5,375;4,874;4,791;4,709;4,463;4,301;4,220;4,060;4,060;3,901;3,901;3,743;3,743;3,664;3,586;3,586;3,508;3,431;3,822;5,123;5,629;4,874;4,301;3,743;3,586;3,431;4,363;6,756
  06/1971;3,508;3,431;3,354;3,277;3,124;3,124;3,048;2,973;3,901;4,220;4,060;3,980;5,207;4,874;5,207;6,580;9,684;16,481;20,007;16,063;13,902;10,542;8,470;6,933;6,231;5,375;4,957;4,709;4,545;4,382;---;2,973;6,538;20,007
  07/1971;4,220;4,463;4,709;5,460;5,291;4,874;4,627;4,301;4,220;4,060;3,822;3,743;3,586;3,586;3,508;3,431;3,431;3,354;3,354;3,354;3,277;3,277;3,277;3,200;3,124;3,124;3,048;3,277;3,431;3,980;6,058;3,048;3,886;6,058
  08/1971;6,405;5,460;4,957;4,545;4,220;4,060;3,980;3,664;3,354;3,124;3,124;3,822;4,382;4,874;4,220;3,586;3,124;3,124;2,973;2,973;2,898;2,898;2,823;2,823;2,749;2,675;4,060;3,508;3,124;2,823;2,898;2,675;3,653;6,405
  09/1971;3,277;3,048;2,823;2,823;2,749;2,675;2,675;3,048;3,586;3,277;3,586;4,301;4,791;4,382;3,664;3,124;2,823;2,675;2,675;2,456;2,240;2,169;2,098;3,124;4,382;4,060;3,743;3,586;4,220;4,382;---;2,098;3,282;4,791
  10/1971;4,709;4,382;3,901;3,431;3,586;3,586;4,874;10,638;6,933;4,463;4,301;16,796;16,901;13,599;8,747;8,747;13,397;14,105;10,063;7,289;5,800;4,545;3,822;3,431;4,382;5,375;5,040;4,382;3,980;3,743;3,431;3,431;6,851;16,901
  11/1971;3,431;6,318;9,684;7,830;5,886;4,874;4,140;3,586;3,431;3,901;4,382;5,629;6,580;5,886;5,207;4,709;4,220;3,743;3,431;3,277;3,124;3,048;2,973;3,431;3,822;4,060;7,200;5,715;4,463;3,586;---;2,973;4,719;9,684
  12/1971;9,684;7,830;7,559;11,414;9,495;7,830;6,405;5,040;5,123;8,012;7,111;5,800;5,123;7,469;6,756;5,715;5,123;4,791;4,220;5,040;4,957;4,709;4,791;8,933;12,299;11,707;13,397;14,411;19,032;17,535;13,397;4,220;8,410;19,032
  01/1972;12,299;13,599;10,350;8,933;8,103;10,638;9,684;10,638;7,921;7,469;6,933;6,405;6,058;5,800;5,375;5,040;4,874;4,874;4,874;4,545;6,756;7,289;15,854;21,609;28,911;23,060;17,112;16,691;16,063;12,497;10,735;4,545;10,677;28,911
  02/1972;12,398;12,896;12,299;10,928;12,002;11,904;10,831;12,002;12,002;12,996;19,898;15,854;12,596;17,747;24,179;17,747;12,398;10,446;12,200;22,329;20,115;15,958;13,397;11,805;14,821;18,817;14,004;11,609;10,350;---;---;10,350;14,363;24,179
  03/1972;9,684;9,684;9,213;8,840;8,655;10,446;11,025;10,638;12,696;10,831;10,063;9,401;8,933;8,286;7,830;7,289;6,933;6,845;8,012;7,649;6,933;6,318;5,207;10,446;18,602;14,616;10,254;7,469;7,649;8,378;8,012;5,207;9,253;18,602
  04/1972;11,025;8,747;9,495;15,750;12,200;10,350;8,378;7,559;7,289;7,111;6,933;6,668;6,405;6,145;6,756;8,378;7,111;6,580;6,145;5,886;5,715;5,544;5,375;5,207;5,123;5,207;5,123;5,123;5,040;5,040;---;5,040;7,247;15,750
  05/1972;4,957;4,957;5,040;4,874;4,874;4,791;4,791;4,709;4,709;4,627;4,545;4,545;4,545;4,463;4,463;4,382;4,382;4,382;4,301;4,301;4,220;4,220;4,709;5,123;6,933;6,756;5,886;5,207;4,709;4,301;4,220;4,220;4,804;6,933
  06/1972;4,140;4,060;4,060;3,980;3,980;3,901;3,901;3,822;3,822;3,822;3,743;3,743;3,743;3,664;3,586;3,586;3,508;3,431;3,743;4,060;3,743;3,664;3,586;3,586;3,508;3,431;3,354;3,277;3,277;3,200;---;3,200;3,697;4,140
  07/1972;3,200;3,124;3,124;3,124;3,124;3,124;3,048;4,301;3,743;3,980;4,060;5,375;13,096;11,805;8,562;7,379;6,580;5,800;5,040;4,301;4,060;3,901;3,743;3,508;3,431;3,354;4,060;3,901;3,586;3,431;3,354;3,048;4,717;13,096
  08/1972;3,277;3,277;3,124;4,382;6,580;11,025;13,196;9,495;7,469;5,715;5,207;4,791;5,207;4,709;4,709;4,545;4,463;4,382;4,140;3,901;3,586;3,431;3,508;4,791;4,463;4,060;3,743;3,431;3,431;3,354;3,431;3,124;4,994;13,196
